Status;Device ID;Location;Machine;Product;Category;Transaction;TransDate;Type;RCoil;RPrice;RQty;MCoil;MPrice;MQty;LineTotal;TransTotal;Prcd Date
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Monster Energy Original;Carbonated;14527909078;Wednesday, January 5, 2022;Credit;146;3;1;146;3;1;3;3;01/05/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Jack Links Beef Steak Original;Food;14528521163;Wednesday, January 5, 2022;Credit;133;2;1;133;2;1;2;2;01/05/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Robert Irvine's - Fit Crunch -  Chocolate Pea;Food;14529356146;Wednesday, January 5, 2022;Cash;133;2;1;133;2;1;2;2;01/05/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Wonderful Pistachios - Variety;Food;14529986281;Wednesday, January 5, 2022;Cash;132;2;1;132;2;1;2;2;01/05/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Skinny Pop Popcorn;Food;14531183749;Wednesday, January 5, 2022;Cash;111;1.5;1;111;1.5;1;1.5;1.5;01/05/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Good Health Veggie Stix - Zesty Ranch;Food;14531184665;Wednesday, January 5, 2022;Cash;112;1.5;1;112;1.5;1;1.5;1.5;01/05/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Pure Organic Fruit Bar - Strawberry Banana;Food;14531187276;Wednesday, January 5, 2022;Cash;138;1;1;138;1;1;1;1;01/05/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Nutter Butter Bites;Food;14531630062;Wednesday, January 5, 2022;Cash;124;1.5;1;124;1.5;1;1.5;1.5;01/05/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Pure Organic Fruit Bar - Strawberry Banana;Food;14531739810;Wednesday, January 5, 2022;Cash;138;1;1;138;1;1;1;1;01/05/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Cheetos Baked - Flaming Hot;Food;14532003173;Thursday, January 6, 2022;Cash;114;1.5;1;114;1.5;1;1.5;1.5;01/06/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Snapple Diet Tea - Lemon;Non Carbonated;14533110987;Thursday, January 6, 2022;Cash;145;2.5;1;145;2.5;1;2.5;2.5;01/06/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;S. Pellegrino Sparkling Mineral Water;Water;14533291930;Thursday, January 6, 2022;Cash;143;2;1;143;2;1;2;2;01/06/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Wonderful Pistachios - Variety;Food;14533912503;Thursday, January 6, 2022;Cash;132;2;1;132;2;1;2;2;01/06/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Wonderful Pistachios - Variety;Food;14534190801;Thursday, January 6, 2022;Cash;132;2;1;132;2;1;2;2;01/06/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Wonderful Pistachios - Variety;Food;14534436227;Thursday, January 6, 2022;Cash;132;2;1;132;2;1;2;2;01/06/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Mini Chips Ahoy;Food;14534931183;Thursday, January 6, 2022;Cash;120;1.5;1;120;1.5;1;1.5;1.5;01/06/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Cheetos Baked - Flaming Hot;Food;14534948803;Thursday, January 6, 2022;Cash;114;1.5;1;114;1.5;1;1.5;1.5;01/06/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Newtons Fig Bar;Food;14534949842;Thursday, January 6, 2022;Cash;136;1.5;1;136;1.5;1;1.5;1.5;01/06/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;KitKat - Crisp Wafers;Food;14535309081;Thursday, January 6, 2022;Cash;134;2;1;134;2;1;2;2;01/06/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;SunChips Multigrain - Salsa;Food;14535945579;Thursday, January 6, 2022;Cash;122;1.5;1;122;1.5;1;1.5;1.5;01/06/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Bai Antioxidant - Brasilia BB;Non Carbonated;14535978454;Thursday, January 6, 2022;Cash;146;2.5;1;146;2.5;1;2.5;2.5;01/06/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Cheetos Baked - Flaming Hot;Food;14536628655;Friday, January 7, 2022;Cash;114;1.5;1;114;1.5;1;1.5;1.5;01/07/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Snapple Diet Tea - Lemon;Non Carbonated;14537349549;Friday, January 7, 2022;Cash;145;2.5;1;145;2.5;1;2.5;2.5;01/07/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Bubly - Grapefruit;Water;14539507650;Friday, January 7, 2022;Cash;142;1.5;1;142;1.5;1;1.5;1.5;01/07/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Poland Springs Water;Water;14539513305;Friday, January 7, 2022;Cash;144;1.5;1;144;1.5;1;1.5;1.5;01/07/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;KitKat - Crisp Wafers;Food;14539683541;Friday, January 7, 2022;Cash;134;2;1;134;2;1;2;2;01/07/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Oreo Mini;Food;14540735288;Friday, January 7, 2022;Cash;123;1.5;1;123;1.5;1;1.5;1.5;01/07/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Oreo Mini;Food;14540737437;Friday, January 7, 2022;Cash;123;1.5;1;123;1.5;1;1.5;1.5;01/07/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Takis - Hot Chilli Pepper & Lime;Food;14541059295;Saturday, January 8, 2022;Cash;121;1.5;1;121;1.5;1;1.5;1.5;01/08/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Takis - Hot Chilli Pepper & Lime;Food;14541060237;Saturday, January 8, 2022;Cash;121;1.5;1;121;1.5;1;1.5;1.5;01/08/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Chum Fruit Bites - Mango/Strawberry;Food;14541788105;Saturday, January 8, 2022;Credit;124;1.25;1;124;1.25;1;1.25;1.25;01/08/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Snapple Diet Tea - Raspberry;Non Carbonated;14542451941;Saturday, January 8, 2022;Cash;145;2.5;1;145;2.5;1;2.5;2.5;01/08/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Zevia Zero Calorie Energy - Mango Ginger;Non Carbonated;14542482305;Saturday, January 8, 2022;Cash;148;2.5;1;148;2.5;1;2.5;2.5;01/08/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Poland Springs Water;Water;14542483837;Saturday, January 8, 2022;Cash;144;1.5;1;144;1.5;1;1.5;1.5;01/08/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;V8 Vegetable Juice - Original;Non Carbonated;14542819137;Saturday, January 8, 2022;Cash;142;1.5;1;142;1.5;1;1.5;1.5;01/08/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;BodyArmor LYTE  - Peach Mango;Water;14542825549;Saturday, January 8, 2022;Cash;148;2;1;148;2;1;2;2;01/08/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;SunChips Multigrain - Harvest Cheddar;Food;14543096083;Saturday, January 8, 2022;Cash;125;1.5;1;125;1.5;1;1.5;1.5;01/08/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;SunChips Multigrain - Harvest Cheddar;Food;14543096516;Saturday, January 8, 2022;Cash;125;1.5;1;125;1.5;1;1.5;1.5;01/08/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Good Health Veggie Stix - Sea Salt;Food;14543336255;Saturday, January 8, 2022;Credit;110;1.5;1;110;1.5;1;1.5;1.5;01/08/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Good Health Veggie Stix - Sea Salt;Food;14544244171;Sunday, January 9, 2022;Cash;113;1.5;1;113;1.5;1;1.5;1.5;01/09/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Snapple Diet Tea - Peach Tea;Non Carbonated;14545364044;Sunday, January 9, 2022;Cash;143;2.5;1;143;2.5;1;2.5;2.5;01/09/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;SunChips Multigrain - Harvest Cheddar;Food;14546537768;Monday, January 10, 2022;Cash;111;1.5;1;111;1.5;1;1.5;1.5;01/10/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;SunChips Multigrain - Harvest Cheddar;Food;14546538857;Monday, January 10, 2022;Cash;111;1.5;1;111;1.5;1;1.5;1.5;01/10/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Robert Irvine's - Fit Crunch -  Chocolate Pea;Food;14548352210;Monday, January 10, 2022;Cash;133;2;1;133;2;1;2;2;01/10/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Keto Krisp - Almond/Chocolate;Carbonated;14548805292;Monday, January 10, 2022;Cash;138;2;1;138;2;1;2;2;01/10/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Good Health Veggie Stix - Sea Salt;Food;14549326831;Monday, January 10, 2022;Credit;110;1.5;1;110;1.5;1;1.5;1.5;01/10/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Mini Chips Ahoy;Food;14550134896;Monday, January 10, 2022;Cash;120;1.5;1;120;1.5;1;1.5;1.5;01/10/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Mini Chips Ahoy;Food;14550138968;Monday, January 10, 2022;Cash;120;1.5;1;120;1.5;1;1.5;1.5;01/10/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Snapple Diet Tea - Peach Tea;Non Carbonated;14550655562;Monday, January 10, 2022;Credit;143;2.5;1;143;2.5;1;2.5;2.5;01/10/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Larabar - Peanut Butter chocolate Chip;Food;14550656367;Monday, January 10, 2022;Credit;133;2;1;133;2;1;2;2;01/10/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Takis - Hot Chilli Pepper & Lime;Food;14550871574;Tuesday, January 11, 2022;Cash;121;1.5;1;121;1.5;1;1.5;1.5;01/11/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Snapple Diet Tea - Lemon;Non Carbonated;14551808042;Tuesday, January 11, 2022;Cash;145;2.5;1;145;2.5;1;2.5;2.5;01/11/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;SunChips Multigrain - Harvest Cheddar;Food;14552516890;Tuesday, January 11, 2022;Cash;111;1.5;1;111;1.5;1;1.5;1.5;01/11/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Takis - Hot Chilli Pepper & Lime;Food;14552733245;Tuesday, January 11, 2022;Credit;121;1.5;1;121;1.5;1;1.5;1.5;01/11/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;S. Pellegrino Sparkling Mineral Water;Water;14552862313;Tuesday, January 11, 2022;Credit;143;2;1;143;2;1;2;2;01/11/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Robert Irvine's - Fit Crunch -  Chocolate Pea;Food;14552937252;Tuesday, January 11, 2022;Cash;133;2;1;133;2;1;2;2;01/11/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Keto Krisp - Almond/Chocolate;Carbonated;14552939523;Tuesday, January 11, 2022;Cash;138;2;1;138;2;1;2;2;01/11/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;SunChips Multigrain - Salsa;Food;14553464403;Tuesday, January 11, 2022;Cash;112;1.5;1;112;1.5;1;1.5;1.5;01/11/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Mini Chips Ahoy;Food;14554766171;Tuesday, January 11, 2022;Cash;120;1.5;1;120;1.5;1;1.5;1.5;01/11/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Takis - Hot Chilli Pepper & Lime;Food;14554772789;Tuesday, January 11, 2022;Cash;121;1.5;1;121;1.5;1;1.5;1.5;01/11/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;SunChips Multigrain - Salsa;Food;14556408318;Wednesday, January 12, 2022;Credit;112;1.5;1;112;1.5;1;1.5;1.5;01/12/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Miss Vickie's Potato Chip - Lime & Cracked Pe;Food;14557931817;Wednesday, January 12, 2022;Cash;110;1.5;1;110;1.5;1;1.5;1.5;01/12/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Bai Antioxidant - Molokai Coconut;Non Carbonated;14558327394;Wednesday, January 12, 2022;Cash;144;2.5;1;144;2.5;1;2.5;2.5;01/12/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Seapoint Farms Dry Roasted Edamame - Wasabi;Food;14558748149;Wednesday, January 12, 2022;Cash;134;2.5;1;134;2.5;1;2.5;2.5;01/12/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Snapple Diet Tea - Raspberry;Non Carbonated;14559129065;Wednesday, January 12, 2022;Cash;145;2.5;1;145;2.5;1;2.5;2.5;01/12/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Snapple Diet Tea - Raspberry;Non Carbonated;14559130790;Wednesday, January 12, 2022;Cash;145;2.5;1;145;2.5;1;2.5;2.5;01/12/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Poland Springs Water;Water;14559155611;Wednesday, January 12, 2022;Cash;144;1.5;1;144;1.5;1;1.5;1.5;01/12/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Poland Springs Water;Water;14559158935;Wednesday, January 12, 2022;Cash;144;1.5;1;144;1.5;1;1.5;1.5;01/12/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Chum Fruit Bites - Mango/Strawberry;Food;14560200727;Wednesday, January 12, 2022;Credit;132;1.25;1;132;1.25;1;1.25;1.25;01/12/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Monster Energy  Zero Ultra;Carbonated;14563310566;Thursday, January 13, 2022;Cash;146;3;1;146;3;1;3;3;1/13/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Takis - Hot Chilli Pepper & Lime;Food;14563329503;Thursday, January 13, 2022;Cash;123;1.5;1;123;1.5;1;1.5;1.5;1/13/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Cheetos Baked - Flaming Hot;Food;14563516111;Thursday, January 13, 2022;Cash;124;1.5;1;124;1.5;1;1.5;1.5;1/13/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Poland Springs Water;Water;14563576202;Thursday, January 13, 2022;Cash;144;1.5;1;144;1.5;1;1.5;1.5;1/13/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Chesters Fries Flaming hot;Food;14564406933;Thursday, January 13, 2022;Cash;111;1.5;1;111;1.5;1;1.5;1.5;1/13/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Miss Vickie's Potato Chip - Jalapeno;Food;14564409465;Thursday, January 13, 2022;Cash;112;1.5;1;112;1.5;1;1.5;1.5;1/13/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14564514322;Thursday, January 13, 2022;Cash;142;1;1;142;1;1;1;1;1/13/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Red Bull - Original;Carbonated;14564519839;Thursday, January 13, 2022;Credit;148;3;1;148;3;1;3;3;1/13/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Ruffles Baked  - Cheddar & Sour Cream;Food;14564653620;Thursday, January 13, 2022;Credit;123;1.5;1;123;1.5;1;1.5;1.5;1/13/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Chesters Fries Flaming hot;Food;14564773615;Thursday, January 13, 2022;Cash;111;1.5;1;111;1.5;1;1.5;1.5;1/13/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Cheetos Baked - Flaming Hot;Food;14564774110;Thursday, January 13, 2022;Cash;121;1.5;1;121;1.5;1;1.5;1.5;1/13/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;KitKat - Crisp Wafers;Food;14564911978;Thursday, January 13, 2022;Credit;134;2;1;134;2;1;2;2;1/13/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Chesters Fries Flaming hot;Food;14564961879;Thursday, January 13, 2022;Cash;111;1.5;1;111;1.5;1;1.5;1.5;1/13/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Mini Chips Ahoy;Food;14564963925;Thursday, January 13, 2022;Cash;120;1.5;1;120;1.5;1;1.5;1.5;1/13/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14564967520;Thursday, January 13, 2022;Cash;141;1;1;141;1;1;1;1;1/13/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14565053127;Thursday, January 13, 2022;Cash;142;1;1;142;1;1;1;1;1/13/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Miss Vickie's Potato Chip - Jalapeno;Food;14565327901;Friday, January 14, 2022;Cash;112;1.5;1;112;1.5;1;1.5;1.5;1/14/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14565335876;Friday, January 14, 2022;Cash;141;1;1;141;1;1;1;1;1/14/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Ritz Bits Cheese;Food;14565871342;Friday, January 14, 2022;Credit;123;1.5;1;123;1.5;1;1.5;1.5;1/14/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;CheezIt - Original;Food;14566626651;Friday, January 14, 2022;Cash;121;1.25;1;121;1.25;1;1.25;1.25;1/14/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Takis FUGEO mini;Food;14566645406;Friday, January 14, 2022;Cash;122;1.25;1;122;1.25;1;1.25;1.25;1/14/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Snapple Diet Tea - Peach Tea;Non Carbonated;14566647281;Friday, January 14, 2022;Cash;143;2.5;1;143;2.5;1;2.5;2.5;1/14/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;SunChips Multigrain - Harvest Cheddar;Food;14566658956;Friday, January 14, 2022;Cash;111;1.5;1;111;1.5;1;1.5;1.5;1/14/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;CheezIt - Original;Food;14567065857;Friday, January 14, 2022;Cash;121;1.25;1;121;1.25;1;1.25;1.25;1/14/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;SunChips Multigrain - Salsa;Food;14567581851;Friday, January 14, 2022;Credit;122;1.5;1;122;1.5;1;1.5;1.5;1/14/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;CheezIt - Original;Food;14567951976;Friday, January 14, 2022;Cash;121;1.25;1;121;1.25;1;1.25;1.25;1/14/2022
